review_text,processed_text,predictions
@NurjanahYulian1 @penikmatfilterr @bakuldimsum_ Loh kak yang jadi masalah ini program kan pake duit rakyat ya nah kalo misal rakyatnya dapet makanannya basi sayur udah asem kok mau disuruh bersyukur sih? Jadi tujuan makan siang gratis ini buat ngasih makan seadanya (even nasi kucing pinggir jalan better) atau makan bergizi?, loh kak yang jadi masalah ini program kan pakai uang rakyat iya nah kalau misal rakyat dapat makan basi sayur sudah asam kok mau suruh syukur sih jadi tuju makan siang gratis ini buat beri makan ada even nasi kucing pinggir jalan better atau makan gizi,Negatif
@ARSIPAJA Yakinlah pak program makan siang gratis itu hanya Bancakan buat ajang korupsi saja kalau mau fair kasih uangnya ke kantin atau ibunya buat dimasakin lebih aman. Budget 10ribu yang sampai di lapangan cuma 5 ribu,yakin pak program makan siang gratis itu hanya bancak buat ajang korupsi saja kalau mau fair kasih uang ke kantin atau ibu buat dimasakin lebih aman budget ribu yang sampai di lapang cuma ribu,Negatif
Kalau Program Makan Bergizi Gratis mau berhasil maka TNI @_TNIAL_ @_TNIAU @tni_ad @marinir_tni_al @Puspen_TNI harus dilibatkan mulai dari hulu sampai hilir banyak anggota TNI yang Jago Masak sebenarnya ketimbang parcok. Parcok bagian kurir &amp,kalau program makan gizi gratis mau hasil maka tni tnial tniau ad tni al tni harus libat mulai dari hulu sampai hilir banyak anggota tni yang jago masak benar ketimbang parcok parcok bagi kurir amp,Negatif
@daharawit @jsscaprmrth Memang semua butuh proses dan evaluasi secara regular. Harusnya program makan siang gratis di kelola kantin masing - masing sekolah dengan standar gizi &amp,memang semua butuh proses dan evaluasi cara regular harus program makan siang gratis di kelola kantin masing masing sekolah dengan standar gizi amp,Positif
@Dsinathrya Setuju ! semua butuh proses dan evaluasi secara regular. Harusnya program makan siang gratis di kelola kantin masing - masing sekolah dengan standar gizi &amp,tuju semua butuh proses dan evaluasi cara regular harus program makan siang gratis di kelola kantin masing masing sekolah dengan standar gizi amp,Positif
Program Makan Siang Lengkuas Gratis berjalan lancar dan siswa penuh antusias. Kabarnya lengkuasnya mau dibawa pulang untuk diberikan ke keluarganya https://t.co/hftA5vkrma,program makan siang lengkuas gratis jalan lancar dan siswa penuh antusias kabar lengkuas mau bawa pulang untuk beri ke keluarga,Positif
Kalau bicara soal ini 1. Gue setuju dengan negara sekuler 2. Gue ga setuju program makan siang gratis ,kalau bicara soal ini saya tuju dengan negara sekuler saya tidak tuju program makan siang gratis,Negatif
masih heran sm yg blg kalian gak tau rasanya gabisa makan siang jd gabisa relate kenapa kita setuju sm program makan gratis cape lah ngomong aj u sm tembok,masih heran sama yang bilang kalian tidak tahu rasa tidak bisa makan siang jadi tidak bisa relate kenapa kita tuju sama program makan gratis capek lah bicara aja kamu sama tembok,Negatif
@ARSIPAJA pemerintah goblok emang masih sering korupsi malah ngadain program modelan makan siang gratis,perintah bodoh memang masih sering korupsi bahkan ngadain program model makan siang gratis,Negatif
berhenti ini ajalah program makan siang bergizi gratis whatever. gak jelas anjir. adek gue sampe skrg sklhnya blm dapet-dapet. AOWKWKWKWK... ni orang asbun apa yak pas nulis programnya.,henti ini aja program makan siang gizi gratis whatever tidak jelas anjing adek saya sampai sekarang sklhnya belum dapat dapat aowkwkwkwk ini orang asal bunyi apa iya pas tulis program,Negatif
